id,brand,name,product_type,category,material,standard,manufacturer_code,barcodes,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,recall_date,inspection_notice_url,inspection_notice_date,notes
d304ac83-3e74-412a-9bf0-e0b81aedf1fe,EDELRID,ADJUSTABLE CAMBIUM SAVER 125cm,,,,,,4028545141008,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
b1e4106b-0f20-4b68-ac92-d62704e49ac9,EDELRID,ADJUSTABLE CAMBIUM SAVER 500cm,,,,,,4028545196442,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
ba8eb11f-b017-4552-a5b1-129e7bc50249,EDELRID,AXIOM,,,,,,4028545137964,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
e915af47-66d7-4fee-ad59-a63b16b0d798,EDELRID,AXIOM SLIDER,,,,,,4028545137971,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
6d66b3bb-165e-4075-be3a-11363ad88a86,EDELRID,CAMBIUMSAVER BICOLOR 90cm,,,,,,4021574091320,,,,,,,,,,,,,,,,"Twee-kleurige band met verschillend gekleurde aluminium ringen (kleur geeft de lengte aan) -- mobiele ankerlus/klimanker voor klimtouwen, met terugtrekkonus. Ook leverbaar in 120cm en 150cm (aparte rijen). Standard aangevuld naar ""EN 354, EN 795 B"" en breaking_strength=25 kN toegevoegd op basis van de productpagina zelf (edelrid.com, curl-geverifieerd): ""Minimum breaking strength: 25 kN / Certification: EN 354 / Certification: EN 795 Typ B"" -- dit gold al voor deze 90cm-variant maar stond nog niet in de rij. manufacturer_code=articleNumber uit de variantendata op de productpagina. Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
4223b441-78d1-45cb-ac54-b104412bd052,EDELRID,CAMBIUMSAVER BICOLOR 120cm,,,,,,4021574091337,,,,,,,,,,,,,,,,"Zelfde product als CAMBIUMSAVER BICOLOR 90cm, alleen langer (120cm-uitvoering). Twee-kleurige band met verschillend gekleurde aluminium ringen (kleur geeft de lengte aan) -- mobiele ankerlus/klimanker voor klimtouwen, met terugtrekkonus. Bron: edelrid.com/eu-en/professional/anchor-devices-shop/cambiumsaver-bicolor (curl-geverifieerd): ""Minimum breaking strength: 25 kN / Certification: EN 354 / Certification: EN 795 Typ B"". manufacturer_code=articleNumber uit de variantendata op de productpagina (variant ""120 CM""). max_age_use_years/max_age_mfr_years overgenomen van de 90cm-rij (zelfde product/materiaal, alleen lengte verschilt) -- niet apart heronderzocht, leeftijden staan voorlopig on hold. Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
dcf9ac78-7fa5-4815-a4c2-9bd65a25fa5e,EDELRID,CAMBIUMSAVER BICOLOR 150cm,,,,,,4021574257818,,,,,,,,,,,,,,,,"Zelfde product als CAMBIUMSAVER BICOLOR 90cm, alleen langer (150cm-uitvoering). Twee-kleurige band met verschillend gekleurde aluminium ringen (kleur geeft de lengte aan) -- mobiele ankerlus/klimanker voor klimtouwen, met terugtrekkonus. Bron: edelrid.com/eu-en/professional/anchor-devices-shop/cambiumsaver-bicolor (curl-geverifieerd): ""Minimum breaking strength: 25 kN / Certification: EN 354 / Certification: EN 795 Typ B"". manufacturer_code=articleNumber uit de variantendata op de productpagina (variant ""150 CM""). max_age_use_years/max_age_mfr_years overgenomen van de 90cm-rij (zelfde product/materiaal, alleen lengte verschilt) -- niet apart heronderzocht, leeftijden staan voorlopig on hold. Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
501f131d-7882-451a-b800-3624aa3c2a5b,EDELRID,CUPID STEEL,,,,,,4028545194806,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
d49f658f-66eb-4f84-a23d-2a55246b48f4,EDELRID,D-CLASSIC 3000 SCREW,,,,,,4028545156934,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
769bc8a2-54bc-4ec1-b8e2-0fd116343bef,EDELRID,DSG 4000 STEEL,,,,,,4021573881090,,,,,,,,,,,,,,,,"Streepjescode gevonden in de variant-JSON op de eigen productpagina (edelrid.com, 'gtin'-veld naast het eigen artikelnummer), checksum gecontroleerd (klopt)."
