id,brand,name,manual_url,notes
e7ef2efe-e7e6-416f-9613-a90c06face8c,Yale Cordage,"Double Esterlon 1/2"" (13mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
4a83aa5b-8058-42d5-9248-7509026a11d0,Yale Cordage,"Double Esterlon 3/4"" (19mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
abd26634-2e02-42cc-a9b0-8aa0df77f197,Yale Cordage,"Double Esterlon 5/8"" (16mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
1b4cc850-551a-49c3-a962-7df16f744745,Yale Cordage,"Double Esterlon 7/8"" (22mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
ff242e36-ee6f-48a9-a8c8-3b4501355d5e,Yale Cordage,"Double Esterlon 9/16"" (14mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
f5159a62-fb09-41ff-acb2-815aacb81a4d,Yale Cordage,"Optimus 1/2"" (13mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
4e6f7c59-31c1-4a09-8dfd-b3927866f963,Yale Cordage,"Optimus 3/4"" (19mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
507a9ab5-631a-4859-82b8-0c03e444c564,Yale Cordage,"Optimus 3/8"" (10mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
18eb6814-bd9b-4e72-a19c-d925d9bf4769,Yale Cordage,"Optimus 5/8"" (16mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
beeb3ceb-97ed-43a9-ac29-a10c933f2b80,Yale Cordage,"Optimus 7/8"" (22mm)",https://www.yalecordage.com/splicing-instructions/rope-selection-and-inspection-guide/,"Yale heeft geen handleiding per touw; dit is hun algemene keuze- en inspectiegids, dezelfde die bij de overige Yale-touwen staat."
