id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,inspection_notice_url,notes
,Teufelberger,Ocean Polyester e2e 8 mm 0.76 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, ANSI Z133-2017",,3,,,,,8,8,,,https://a.storyblok.com/f/312698/463a4dea37/6801165_ifu_op8mm_e2e_07_18_web_1.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Let op: de 8 mm draagt géén EN 566; de 10 mm wel."
,Teufelberger,Ocean Polyester e2e 8 mm 0.85 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, ANSI Z133-2017",,3,,,,,8,8,,,https://a.storyblok.com/f/312698/463a4dea37/6801165_ifu_op8mm_e2e_07_18_web_1.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Let op: de 8 mm draagt géén EN 566; de 10 mm wel."
,Teufelberger,Ocean Polyester e2e 8 mm 0.90 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, ANSI Z133-2017",,3,,,,,8,8,,,https://a.storyblok.com/f/312698/463a4dea37/6801165_ifu_op8mm_e2e_07_18_web_1.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Let op: de 8 mm draagt géén EN 566; de 10 mm wel."
,Teufelberger,Ocean Polyester e2e 8 mm 0.95 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, ANSI Z133-2017",,3,,,,,8,8,,,https://a.storyblok.com/f/312698/463a4dea37/6801165_ifu_op8mm_e2e_07_18_web_1.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Let op: de 8 mm draagt géén EN 566; de 10 mm wel."
,Teufelberger,Ocean Polyester e2e 10 mm 0.65 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
,Teufelberger,Ocean Polyester e2e 10 mm 0.80 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
,Teufelberger,Ocean Polyester e2e 10 mm 0.85 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
,Teufelberger,Ocean Polyester e2e 10 mm 0.90 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
,Teufelberger,Ocean Polyester e2e 10 mm 0.95 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
,Teufelberger,Ocean Polyester e2e 10 mm 1.00 m,ppe,Prusik Loops,"Polyester core, polyester/aramid cover","EN 795B:2012, EN 566:2017, ANSI Z133-2017",,3,,,,,10,10,,,https://a.storyblok.com/f/312698/7b5890e2d0/rz_6801147_ifu_op10mm_e2e_05_18_web.pdf,https://www.teufelberger.com/en/products/ocean-polyester-e2e/,,https://a.storyblok.com/f/312698/ada2b1a03f/additional_information_for_inspecting_the_seams_on_products_acc-_to_en566_22-07-13.pdf,"Prusiklus met twee gestikte ogen (eye-to-eye), voor boomverzorging. Kern polyester, mantel polyester/aramide, 32-draads vlechting. Levensduur volgens de handleiding: maximaal 3 jaar vanaf het moment dat de lus uit de onbeschadigde, lichtdichte verpakking komt — Teufelberger gaat ervan uit dat dat bij aankoop gebeurt. Voor de naadcontrole volgens EN 566 heeft Teufelberger een aparte instructie — zie het keuringsbericht."
